step,epoch,tokens_seen,train_loss,val_loss,lr,tokens_per_sec,time
23220,0.388,760872960,3.3044,,5.05e-04,126262,2026-09-11 19:47:39
23240,0.388,761528320,3.3041,,5.05e-04,126247,2026-09-11 19:47:44
23260,0.388,762183680,3.3040,,5.05e-04,126240,2026-09-11 19:47:50
23280,0.389,762839040,3.3042,,5.04e-04,126301,2026-09-11 19:47:55
23300,0.389,763494400,3.3045,,5.04e-04,126234,2026-09-11 19:48:00
23320,0.389,764149760,3.3037,,5.04e-04,126220,2026-09-11 19:48:05
23340,0.390,764805120,3.3035,,5.03e-04,126297,2026-09-11 19:48:10
23360,0.390,765460480,3.3036,,5.03e-04,126292,2026-09-11 19:48:16
23380,0.390,766115840,3.3037,,5.03e-04,126352,2026-09-11 19:48:21
23400,0.391,766771200,3.3035,,5.02e-04,126160,2026-09-11 19:48:26
23420,0.391,767426560,3.3031,,5.02e-04,126182,2026-09-11 19:48:31
23440,0.391,768081920,3.3027,,5.02e-04,126198,2026-09-11 19:48:37
23460,0.392,768737280,3.3023,,5.01e-04,125991,2026-09-11 19:48:42
23480,0.392,769392640,3.3020,,5.01e-04,126052,2026-09-11 19:48:47
23500,0.392,770048000,3.3020,,5.01e-04,126181,2026-09-11 19:48:52
23520,0.393,770703360,3.3020,,5.01e-04,126251,2026-09-11 19:48:57
23540,0.393,771358720,3.3016,,5.00e-04,126085,2026-09-11 19:49:03
23560,0.393,772014080,3.3022,,5.00e-04,125905,2026-09-11 19:49:08
23580,0.394,772669440,3.3021,,5.00e-04,125999,2026-09-11 19:49:13
23600,0.394,773324800,3.3017,,4.99e-04,125838,2026-09-11 19:49:18
23620,0.394,773980160,3.3014,,4.99e-04,125901,2026-09-11 19:49:23
23640,0.395,774635520,3.3013,,4.99e-04,125979,2026-09-11 19:49:29
23660,0.395,775290880,3.3016,,4.98e-04,126152,2026-09-11 19:49:34
23680,0.395,775946240,3.3009,,4.98e-04,126102,2026-09-11 19:49:39
23700,0.396,776601600,3.3015,,4.98e-04,126129,2026-09-11 19:49:44
23720,0.396,777256960,3.3015,,4.97e-04,126111,2026-09-11 19:49:50
23740,0.396,777912320,3.3015,,4.97e-04,126065,2026-09-11 19:49:55
23760,0.397,778567680,3.3011,,4.97e-04,126093,2026-09-11 19:50:00
23780,0.397,779223040,3.3007,,4.96e-04,126332,2026-09-11 19:50:05
23800,0.397,779878400,3.3002,,4.96e-04,126284,2026-09-11 19:50:10
23820,0.398,780533760,3.3004,,4.96e-04,126312,2026-09-11 19:50:16
23840,0.398,781189120,3.2996,,4.95e-04,126316,2026-09-11 19:50:21
23860,0.398,781844480,3.2994,,4.95e-04,126354,2026-09-11 19:50:26
23880,0.399,782499840,3.2993,,4.95e-04,126332,2026-09-11 19:50:31
23900,0.399,783155200,3.2998,,4.94e-04,126397,2026-09-11 19:50:36
23920,0.399,783810560,3.2998,,4.94e-04,126322,2026-09-11 19:50:42
23940,0.400,784465920,3.2996,,4.94e-04,126387,2026-09-11 19:50:47
23960,0.400,785121280,3.3002,,4.93e-04,126399,2026-09-11 19:50:52
23980,0.400,785776640,3.2987,,4.93e-04,126270,2026-09-11 19:50:57
24000,0.401,786432000,3.2978,,4.93e-04,126267,2026-09-11 19:51:02
24020,0.401,787087360,3.2978,,4.92e-04,126352,2026-09-11 19:51:08
24040,0.401,787742720,3.2979,,4.92e-04,126298,2026-09-11 19:51:13
24060,0.402,788398080,3.2978,,4.92e-04,126218,2026-09-11 19:51:18
24080,0.402,789053440,3.2971,,4.91e-04,126170,2026-09-11 19:51:23
24100,0.402,789708800,3.2971,,4.91e-04,126178,2026-09-11 19:51:28
24120,0.403,790364160,3.2966,,4.91e-04,126249,2026-09-11 19:51:34
24140,0.403,791019520,3.2969,,4.90e-04,126227,2026-09-11 19:51:39
24160,0.403,791674880,3.2963,,4.90e-04,126195,2026-09-11 19:51:44
24180,0.404,792330240,3.2954,,4.90e-04,126054,2026-09-11 19:51:49
24200,0.404,792985600,3.2959,,4.89e-04,126019,2026-09-11 19:51:54
24220,0.404,793640960,3.2957,,4.89e-04,125898,2026-09-11 19:52:00
24240,0.405,794296320,3.2964,,4.89e-04,126037,2026-09-11 19:52:05
24260,0.405,794951680,3.2963,,4.88e-04,126322,2026-09-11 19:52:10
24280,0.405,795607040,3.2958,,4.88e-04,126319,2026-09-11 19:52:15
24300,0.406,796262400,3.2952,,4.88e-04,125815,2026-09-11 19:52:21
24320,0.406,796917760,3.2948,,4.87e-04,125995,2026-09-11 19:52:26
24340,0.406,797573120,3.2946,,4.87e-04,126318,2026-09-11 19:52:31
24360,0.407,798228480,3.2944,,4.87e-04,126347,2026-09-11 19:52:36
24380,0.407,798883840,3.2938,,4.86e-04,126317,2026-09-11 19:52:42
24400,0.407,799539200,3.2937,,4.86e-04,126250,2026-09-11 19:52:47
24420,0.408,800194560,3.2936,,4.86e-04,126333,2026-09-11 19:52:52
24440,0.408,800849920,3.2931,,4.85e-04,126335,2026-09-11 19:52:57
24460,0.408,801505280,3.2927,,4.85e-04,126200,2026-09-11 19:53:02
24480,0.409,802160640,3.2930,,4.85e-04,126242,2026-09-11 19:53:08
24500,0.409,802816000,3.2931,,4.84e-04,126159,2026-09-11 19:53:13
24520,0.409,803471360,3.2928,,4.84e-04,126231,2026-09-11 19:53:18
24540,0.410,804126720,3.2925,,4.84e-04,126140,2026-09-11 19:53:23
24560,0.410,804782080,3.2924,,4.83e-04,126166,2026-09-11 19:53:29
24580,0.410,805437440,3.2920,,4.83e-04,126379,2026-09-11 19:53:34
24600,0.411,806092800,3.2918,,4.83e-04,126358,2026-09-11 19:53:39
24620,0.411,806748160,3.2915,,4.82e-04,126309,2026-09-11 19:53:44
24640,0.411,807403520,3.2907,,4.82e-04,126343,2026-09-11 19:53:49
24660,0.412,808058880,3.2910,,4.82e-04,126410,2026-09-11 19:53:55
24680,0.412,808714240,3.2903,,4.81e-04,126381,2026-09-11 19:54:00
24700,0.412,809369600,3.2903,,4.81e-04,126250,2026-09-11 19:54:05
24720,0.413,810024960,3.2899,,4.81e-04,126194,2026-09-11 19:54:10
24740,0.413,810680320,3.2896,,4.80e-04,126249,2026-09-11 19:54:15
24760,0.413,811335680,3.2894,,4.80e-04,126290,2026-09-11 19:54:21
24780,0.414,811991040,3.2892,,4.80e-04,126380,2026-09-11 19:54:26
24800,0.414,812646400,3.2892,,4.79e-04,126300,2026-09-11 19:54:31
24820,0.414,813301760,3.2892,,4.79e-04,126267,2026-09-11 19:54:36
24840,0.415,813957120,3.2890,,4.79e-04,126282,2026-09-11 19:54:41
24860,0.415,814612480,3.2888,,4.78e-04,126329,2026-09-11 19:54:47
24880,0.415,815267840,3.2886,,4.78e-04,126194,2026-09-11 19:54:52
24900,0.416,815923200,3.2881,,4.78e-04,126298,2026-09-11 19:54:57
24920,0.416,816578560,3.2875,,4.77e-04,126333,2026-09-11 19:55:02
24940,0.416,817233920,3.2873,,4.77e-04,125854,2026-09-11 19:55:07
24960,0.417,817889280,3.2865,,4.77e-04,126055,2026-09-11 19:55:13
24980,0.417,818544640,3.2862,,4.76e-04,126274,2026-09-11 19:55:18
25000,0.417,819200000,3.2861,,4.76e-04,126318,2026-09-11 19:55:23
25000,0.417,819200000,3.2861,3.2505,4.76e-04,,2026-09-11 19:55:42
25020,0.418,819855360,3.2861,,4.76e-04,126657,2026-09-11 19:55:47
25040,0.418,820510720,3.2853,,4.75e-04,126669,2026-09-11 19:55:52
25060,0.418,821166080,3.2855,,4.75e-04,126547,2026-09-11 19:55:58
25080,0.419,821821440,3.2853,,4.75e-04,126518,2026-09-11 19:56:03
25100,0.419,822476800,3.2854,,4.74e-04,126406,2026-09-11 19:56:08
25120,0.419,823132160,3.2848,,4.74e-04,126435,2026-09-11 19:56:13
25140,0.420,823787520,3.2847,,4.74e-04,126543,2026-09-11 19:56:18
25160,0.420,824442880,3.2847,,4.73e-04,126510,2026-09-11 19:56:24
25180,0.420,825098240,3.2840,,4.73e-04,126518,2026-09-11 19:56:29
25200,0.421,825753600,3.2837,,4.72e-04,126446,2026-09-11 19:56:34
25220,0.421,826408960,3.2842,,4.72e-04,126376,2026-09-11 19:56:39
25240,0.421,827064320,3.2843,,4.72e-04,126381,2026-09-11 19:56:44
25260,0.422,827719680,3.2840,,4.71e-04,126329,2026-09-11 19:56:50
25280,0.422,828375040,3.2841,,4.71e-04,126284,2026-09-11 19:56:55
25300,0.422,829030400,3.2841,,4.71e-04,126160,2026-09-11 19:57:00
25320,0.423,829685760,3.2841,,4.70e-04,126220,2026-09-11 19:57:05
25340,0.423,830341120,3.2831,,4.70e-04,126401,2026-09-11 19:57:10
25360,0.423,830996480,3.2826,,4.70e-04,126328,2026-09-11 19:57:16
25380,0.424,831651840,3.2825,,4.69e-04,126063,2026-09-11 19:57:21
25400,0.424,832307200,3.2820,,4.69e-04,126208,2026-09-11 19:57:26
25420,0.424,832962560,3.2820,,4.69e-04,126216,2026-09-11 19:57:31
25440,0.425,833617920,3.2817,,4.68e-04,126280,2026-09-11 19:57:36
25460,0.425,834273280,3.2813,,4.68e-04,126368,2026-09-11 19:57:42
25480,0.425,834928640,3.2812,,4.68e-04,126326,2026-09-11 19:57:47
25500,0.426,835584000,3.2813,,4.67e-04,126312,2026-09-11 19:57:52
25520,0.426,836239360,3.2809,,4.67e-04,126003,2026-09-11 19:57:57
25540,0.426,836894720,3.2807,,4.67e-04,126070,2026-09-11 19:58:02
25560,0.427,837550080,3.2806,,4.66e-04,126154,2026-09-11 19:58:08
25580,0.427,838205440,3.2800,,4.66e-04,126268,2026-09-11 19:58:13
25600,0.427,838860800,3.2792,,4.66e-04,126274,2026-09-11 19:58:18
25620,0.428,839516160,3.2783,,4.65e-04,125911,2026-09-11 19:58:23
25640,0.428,840171520,3.2781,,4.65e-04,126036,2026-09-11 19:58:29
25660,0.428,840826880,3.2784,,4.65e-04,126327,2026-09-11 19:58:34
25680,0.429,841482240,3.2775,,4.64e-04,126325,2026-09-11 19:58:39
25700,0.429,842137600,3.2771,,4.64e-04,126296,2026-09-11 19:58:44
25720,0.429,842792960,3.2770,,4.64e-04,126280,2026-09-11 19:58:49
25740,0.430,843448320,3.2765,,4.63e-04,126411,2026-09-11 19:58:55
25760,0.430,844103680,3.2763,,4.63e-04,126321,2026-09-11 19:59:00
25780,0.430,844759040,3.2762,,4.63e-04,126215,2026-09-11 19:59:05
25800,0.431,845414400,3.2765,,4.62e-04,126255,2026-09-11 19:59:10
25820,0.431,846069760,3.2758,,4.62e-04,126281,2026-09-11 19:59:15
25840,0.431,846725120,3.2759,,4.62e-04,126275,2026-09-11 19:59:21
25860,0.432,847380480,3.2757,,4.61e-04,126357,2026-09-11 19:59:26
25880,0.432,848035840,3.2752,,4.61e-04,126385,2026-09-11 19:59:31
25900,0.432,848691200,3.2759,,4.61e-04,126442,2026-09-11 19:59:36
25920,0.433,849346560,3.2758,,4.60e-04,126367,2026-09-11 19:59:41
25940,0.433,850001920,3.2758,,4.60e-04,126221,2026-09-11 19:59:47
25960,0.433,850657280,3.2758,,4.60e-04,126283,2026-09-11 19:59:52
25980,0.434,851312640,3.2765,,4.59e-04,126219,2026-09-11 19:59:57
26000,0.434,851968000,3.2764,,4.59e-04,126162,2026-09-11 20:00:02
26020,0.434,852623360,3.2766,,4.59e-04,126310,2026-09-11 20:00:07
26040,0.435,853278720,3.2761,,4.58e-04,126297,2026-09-11 20:00:13
26060,0.435,853934080,3.2763,,4.58e-04,126257,2026-09-11 20:00:18
26080,0.435,854589440,3.2764,,4.57e-04,126179,2026-09-11 20:00:23
26100,0.436,855244800,3.2768,,4.57e-04,126112,2026-09-11 20:00:28
26120,0.436,855900160,3.2763,,4.57e-04,126105,2026-09-11 20:00:33
26140,0.437,856555520,3.2764,,4.56e-04,126079,2026-09-11 20:00:39
26160,0.437,857210880,3.2760,,4.56e-04,126091,2026-09-11 20:00:44
26180,0.437,857866240,3.2759,,4.56e-04,125719,2026-09-11 20:00:49
26200,0.438,858521600,3.2756,,4.55e-04,125763,2026-09-11 20:00:54
26220,0.438,859176960,3.2759,,4.55e-04,126252,2026-09-11 20:01:00
26240,0.438,859832320,3.2755,,4.55e-04,126260,2026-09-11 20:01:05
26260,0.439,860487680,3.2747,,4.54e-04,126197,2026-09-11 20:01:10
26280,0.439,861143040,3.2743,,4.54e-04,126167,2026-09-11 20:01:15
26300,0.439,861798400,3.2738,,4.54e-04,126214,2026-09-11 20:01:20
26320,0.440,862453760,3.2732,,4.53e-04,126145,2026-09-11 20:01:26
26340,0.440,863109120,3.2727,,4.53e-04,125721,2026-09-11 20:01:31
26360,0.440,863764480,3.2724,,4.53e-04,125909,2026-09-11 20:01:36
26380,0.441,864419840,3.2714,,4.52e-04,126212,2026-09-11 20:01:41
26400,0.441,865075200,3.2718,,4.52e-04,126274,2026-09-11 20:01:47
26420,0.441,865730560,3.2709,,4.52e-04,126206,2026-09-11 20:01:52
26440,0.442,866385920,3.2707,,4.51e-04,126174,2026-09-11 20:01:57
26460,0.442,867041280,3.2700,,4.51e-04,126175,2026-09-11 20:02:02
26480,0.442,867696640,3.2697,,4.51e-04,126151,2026-09-11 20:02:08
26500,0.443,868352000,3.2696,,4.50e-04,126184,2026-09-11 20:02:13
26520,0.443,869007360,3.2695,,4.50e-04,126211,2026-09-11 20:02:18
26540,0.443,869662720,3.2690,,4.50e-04,126272,2026-09-11 20:02:23
26560,0.444,870318080,3.2685,,4.49e-04,126222,2026-09-11 20:02:28
26580,0.444,870973440,3.2682,,4.49e-04,126113,2026-09-11 20:02:34
26600,0.444,871628800,3.2685,,4.49e-04,126143,2026-09-11 20:02:39
26620,0.445,872284160,3.2686,,4.48e-04,126278,2026-09-11 20:02:44
26640,0.445,872939520,3.2683,,4.48e-04,126281,2026-09-11 20:02:49
26660,0.445,873594880,3.2690,,4.47e-04,126268,2026-09-11 20:02:54
26680,0.446,874250240,3.2683,,4.47e-04,126230,2026-09-11 20:03:00
26700,0.446,874905600,3.2680,,4.47e-04,126263,2026-09-11 20:03:05
26720,0.446,875560960,3.2682,,4.46e-04,126149,2026-09-11 20:03:10
26740,0.447,876216320,3.2680,,4.46e-04,126206,2026-09-11 20:03:15
26760,0.447,876871680,3.2684,,4.46e-04,126164,2026-09-11 20:03:20
26780,0.447,877527040,3.2683,,4.45e-04,126183,2026-09-11 20:03:26
26800,0.448,878182400,3.2677,,4.45e-04,126203,2026-09-11 20:03:31
26820,0.448,878837760,3.2670,,4.45e-04,126323,2026-09-11 20:03:36
26840,0.448,879493120,3.2667,,4.44e-04,126259,2026-09-11 20:03:41
26860,0.449,880148480,3.2671,,4.44e-04,126078,2026-09-11 20:03:47
26880,0.449,880803840,3.2667,,4.44e-04,126155,2026-09-11 20:03:52
26900,0.449,881459200,3.2666,,4.43e-04,126204,2026-09-11 20:03:57
26920,0.450,882114560,3.2668,,4.43e-04,126191,2026-09-11 20:04:02
26940,0.450,882769920,3.2667,,4.43e-04,126266,2026-09-11 20:04:07
26960,0.450,883425280,3.2671,,4.42e-04,126248,2026-09-11 20:04:13
26980,0.451,884080640,3.2669,,4.42e-04,126016,2026-09-11 20:04:18
27000,0.451,884736000,3.2673,,4.42e-04,126066,2026-09-11 20:04:23
27020,0.451,885391360,3.2674,,4.41e-04,126171,2026-09-11 20:04:28
27040,0.452,886046720,3.2672,,4.41e-04,126235,2026-09-11 20:04:33
27060,0.452,886702080,3.2670,,4.41e-04,126223,2026-09-11 20:04:39
27080,0.452,887357440,3.2669,,4.40e-04,126229,2026-09-11 20:04:44
27100,0.453,888012800,3.2662,,4.40e-04,126269,2026-09-11 20:04:49
27120,0.453,888668160,3.2663,,4.39e-04,126284,2026-09-11 20:04:54
27140,0.453,889323520,3.2662,,4.39e-04,126274,2026-09-11 20:04:59
27160,0.454,889978880,3.2659,,4.39e-04,126289,2026-09-11 20:05:05
27180,0.454,890634240,3.2659,,4.38e-04,126308,2026-09-11 20:05:10
27200,0.454,891289600,3.2657,,4.38e-04,126290,2026-09-11 20:05:15
27220,0.455,891944960,3.2653,,4.38e-04,126402,2026-09-11 20:05:20
27240,0.455,892600320,3.2654,,4.37e-04,126366,2026-09-11 20:05:25
27260,0.455,893255680,3.2643,,4.37e-04,126265,2026-09-11 20:05:31
27280,0.456,893911040,3.2642,,4.37e-04,126233,2026-09-11 20:05:36
27300,0.456,894566400,3.2635,,4.36e-04,126369,2026-09-11 20:05:41
27320,0.456,895221760,3.2628,,4.36e-04,126271,2026-09-11 20:05:46
27340,0.457,895877120,3.2623,,4.36e-04,126073,2026-09-11 20:05:51
27360,0.457,896532480,3.2618,,4.35e-04,126190,2026-09-11 20:05:57
27380,0.457,897187840,3.2617,,4.35e-04,126190,2026-09-11 20:06:02
27400,0.458,897843200,3.2613,,4.35e-04,126160,2026-09-11 20:06:07
27420,0.458,898498560,3.2611,,4.34e-04,126057,2026-09-11 20:06:12
27440,0.458,899153920,3.2608,,4.34e-04,125869,2026-09-11 20:06:18
27460,0.459,899809280,3.2602,,4.34e-04,126280,2026-09-11 20:06:23
27480,0.459,900464640,3.2595,,4.33e-04,126242,2026-09-11 20:06:28
27500,0.459,901120000,3.2593,,4.33e-04,126320,2026-09-11 20:06:33
27520,0.460,901775360,3.2600,,4.32e-04,126283,2026-09-11 20:06:38
27540,0.460,902430720,3.2595,,4.32e-04,126258,2026-09-11 20:06:44
27560,0.460,903086080,3.2589,,4.32e-04,126305,2026-09-11 20:06:49
27580,0.461,903741440,3.2582,,4.31e-04,126270,2026-09-11 20:06:54
27600,0.461,904396800,3.2580,,4.31e-04,126252,2026-09-11 20:06:59
27620,0.461,905052160,3.2584,,4.31e-04,126118,2026-09-11 20:07:04
27640,0.462,905707520,3.2583,,4.30e-04,126172,2026-09-11 20:07:10
27660,0.462,906362880,3.2577,,4.30e-04,125952,2026-09-11 20:07:15
27680,0.462,907018240,3.2576,,4.30e-04,126078,2026-09-11 20:07:20
27700,0.463,907673600,3.2579,,4.29e-04,126257,2026-09-11 20:07:25
27720,0.463,908328960,3.2577,,4.29e-04,126204,2026-09-11 20:07:30
