step,epoch,tokens_seen,train_loss,val_loss,lr,tokens_per_sec,time
45220,0.755,1481768960,3.1299,,1.42e-04,126253,2026-09-11 21:24:48
45240,0.755,1482424320,3.1298,,1.42e-04,126146,2026-09-11 21:24:54
45260,0.756,1483079680,3.1300,,1.42e-04,126390,2026-09-11 21:24:59
45280,0.756,1483735040,3.1299,,1.42e-04,126389,2026-09-11 21:25:04
45300,0.756,1484390400,3.1293,,1.41e-04,126299,2026-09-11 21:25:09
45320,0.757,1485045760,3.1288,,1.41e-04,126352,2026-09-11 21:25:14
45340,0.757,1485701120,3.1281,,1.41e-04,126377,2026-09-11 21:25:20
45360,0.757,1486356480,3.1283,,1.41e-04,126305,2026-09-11 21:25:25
45380,0.758,1487011840,3.1280,,1.40e-04,126366,2026-09-11 21:25:30
45400,0.758,1487667200,3.1277,,1.40e-04,126261,2026-09-11 21:25:35
45420,0.758,1488322560,3.1273,,1.40e-04,126178,2026-09-11 21:25:40
45440,0.759,1488977920,3.1267,,1.40e-04,126247,2026-09-11 21:25:46
45460,0.759,1489633280,3.1271,,1.39e-04,126448,2026-09-11 21:25:51
45480,0.759,1490288640,3.1270,,1.39e-04,126278,2026-09-11 21:25:56
45500,0.760,1490944000,3.1262,,1.39e-04,126166,2026-09-11 21:26:01
45520,0.760,1491599360,3.1258,,1.39e-04,126305,2026-09-11 21:26:06
45540,0.760,1492254720,3.1265,,1.38e-04,126283,2026-09-11 21:26:12
45560,0.761,1492910080,3.1265,,1.38e-04,126332,2026-09-11 21:26:17
45580,0.761,1493565440,3.1263,,1.38e-04,126282,2026-09-11 21:26:22
45600,0.761,1494220800,3.1254,,1.38e-04,126253,2026-09-11 21:26:27
45620,0.762,1494876160,3.1254,,1.37e-04,126242,2026-09-11 21:26:32
45640,0.762,1495531520,3.1255,,1.37e-04,126246,2026-09-11 21:26:38
45660,0.762,1496186880,3.1251,,1.37e-04,126281,2026-09-11 21:26:43
45680,0.763,1496842240,3.1248,,1.37e-04,126234,2026-09-11 21:26:48
45700,0.763,1497497600,3.1251,,1.36e-04,126239,2026-09-11 21:26:53
45720,0.763,1498152960,3.1251,,1.36e-04,126297,2026-09-11 21:26:58
45740,0.764,1498808320,3.1249,,1.36e-04,126261,2026-09-11 21:27:04
45760,0.764,1499463680,3.1247,,1.36e-04,126303,2026-09-11 21:27:09
45780,0.764,1500119040,3.1251,,1.35e-04,126267,2026-09-11 21:27:14
45800,0.765,1500774400,3.1251,,1.35e-04,126267,2026-09-11 21:27:19
45820,0.765,1501429760,3.1254,,1.35e-04,126293,2026-09-11 21:27:24
45840,0.765,1502085120,3.1253,,1.35e-04,126265,2026-09-11 21:27:30
45860,0.766,1502740480,3.1256,,1.34e-04,126025,2026-09-11 21:27:35
45880,0.766,1503395840,3.1259,,1.34e-04,126011,2026-09-11 21:27:40
45900,0.766,1504051200,3.1262,,1.34e-04,125988,2026-09-11 21:27:45
45920,0.767,1504706560,3.1264,,1.34e-04,125981,2026-09-11 21:27:51
45940,0.767,1505361920,3.1265,,1.33e-04,125806,2026-09-11 21:27:56
45960,0.767,1506017280,3.1268,,1.33e-04,125761,2026-09-11 21:28:01
45980,0.768,1506672640,3.1269,,1.33e-04,126178,2026-09-11 21:28:06
46000,0.768,1507328000,3.1274,,1.33e-04,126205,2026-09-11 21:28:11
46020,0.768,1507983360,3.1278,,1.32e-04,126217,2026-09-11 21:28:17
46040,0.769,1508638720,3.1276,,1.32e-04,126244,2026-09-11 21:28:22
46060,0.769,1509294080,3.1271,,1.32e-04,126357,2026-09-11 21:28:27
46080,0.769,1509949440,3.1266,,1.32e-04,126338,2026-09-11 21:28:32
46100,0.770,1510604800,3.1267,,1.31e-04,126305,2026-09-11 21:28:37
46120,0.770,1511260160,3.1270,,1.31e-04,126297,2026-09-11 21:28:43
46140,0.770,1511915520,3.1267,,1.31e-04,126248,2026-09-11 21:28:48
46160,0.771,1512570880,3.1265,,1.31e-04,126242,2026-09-11 21:28:53
46180,0.771,1513226240,3.1255,,1.30e-04,126201,2026-09-11 21:28:58
46200,0.771,1513881600,3.1244,,1.30e-04,126305,2026-09-11 21:29:03
46220,0.772,1514536960,3.1245,,1.30e-04,126453,2026-09-11 21:29:09
46240,0.772,1515192320,3.1248,,1.30e-04,126444,2026-09-11 21:29:14
46260,0.772,1515847680,3.1245,,1.29e-04,126305,2026-09-11 21:29:19
46280,0.773,1516503040,3.1239,,1.29e-04,126309,2026-09-11 21:29:24
46300,0.773,1517158400,3.1247,,1.29e-04,126198,2026-09-11 21:29:29
46320,0.773,1517813760,3.1241,,1.29e-04,126125,2026-09-11 21:29:35
46340,0.774,1518469120,3.1234,,1.28e-04,126149,2026-09-11 21:29:40
46360,0.774,1519124480,3.1233,,1.28e-04,126260,2026-09-11 21:29:45
46380,0.774,1519779840,3.1225,,1.28e-04,126264,2026-09-11 21:29:50
46400,0.775,1520435200,3.1220,,1.28e-04,126309,2026-09-11 21:29:56
46420,0.775,1521090560,3.1217,,1.28e-04,126120,2026-09-11 21:30:01
46440,0.775,1521745920,3.1210,,1.27e-04,126186,2026-09-11 21:30:06
46460,0.776,1522401280,3.1207,,1.27e-04,126458,2026-09-11 21:30:11
46480,0.776,1523056640,3.1197,,1.27e-04,126201,2026-09-11 21:30:16
46500,0.776,1523712000,3.1194,,1.27e-04,126185,2026-09-11 21:30:22
46520,0.777,1524367360,3.1191,,1.26e-04,126286,2026-09-11 21:30:27
46540,0.777,1525022720,3.1198,,1.26e-04,126246,2026-09-11 21:30:32
46560,0.777,1525678080,3.1198,,1.26e-04,126245,2026-09-11 21:30:37
46580,0.778,1526333440,3.1201,,1.26e-04,125898,2026-09-11 21:30:42
46600,0.778,1526988800,3.1204,,1.25e-04,126058,2026-09-11 21:30:48
46620,0.778,1527644160,3.1203,,1.25e-04,126176,2026-09-11 21:30:53
46640,0.779,1528299520,3.1201,,1.25e-04,126281,2026-09-11 21:30:58
46660,0.779,1528954880,3.1203,,1.25e-04,126423,2026-09-11 21:31:03
46680,0.779,1529610240,3.1205,,1.24e-04,126439,2026-09-11 21:31:08
46700,0.780,1530265600,3.1207,,1.24e-04,126295,2026-09-11 21:31:14
46720,0.780,1530920960,3.1213,,1.24e-04,126269,2026-09-11 21:31:19
46740,0.780,1531576320,3.1214,,1.24e-04,126211,2026-09-11 21:31:24
46760,0.781,1532231680,3.1216,,1.24e-04,126115,2026-09-11 21:31:29
46780,0.781,1532887040,3.1216,,1.23e-04,126261,2026-09-11 21:31:34
46800,0.781,1533542400,3.1214,,1.23e-04,126222,2026-09-11 21:31:40
46820,0.782,1534197760,3.1215,,1.23e-04,126167,2026-09-11 21:31:45
46840,0.782,1534853120,3.1212,,1.23e-04,126223,2026-09-11 21:31:50
46860,0.782,1535508480,3.1211,,1.22e-04,126271,2026-09-11 21:31:55
46880,0.783,1536163840,3.1210,,1.22e-04,126238,2026-09-11 21:32:00
46900,0.783,1536819200,3.1209,,1.22e-04,126185,2026-09-11 21:32:06
46920,0.783,1537474560,3.1205,,1.22e-04,126269,2026-09-11 21:32:11
46940,0.784,1538129920,3.1205,,1.21e-04,126300,2026-09-11 21:32:16
46960,0.784,1538785280,3.1202,,1.21e-04,126314,2026-09-11 21:32:22
46980,0.785,1539440640,3.1198,,1.21e-04,126065,2026-09-11 21:32:27
47000,0.785,1540096000,3.1198,,1.21e-04,126184,2026-09-11 21:32:32
47020,0.785,1540751360,3.1203,,1.21e-04,126371,2026-09-11 21:32:37
47040,0.786,1541406720,3.1195,,1.20e-04,126354,2026-09-11 21:32:42
47060,0.786,1542062080,3.1201,,1.20e-04,126344,2026-09-11 21:32:48
47080,0.786,1542717440,3.1205,,1.20e-04,126369,2026-09-11 21:32:53
47100,0.787,1543372800,3.1206,,1.20e-04,126194,2026-09-11 21:32:58
47120,0.787,1544028160,3.1202,,1.19e-04,126093,2026-09-11 21:33:03
47140,0.787,1544683520,3.1202,,1.19e-04,126320,2026-09-11 21:33:08
47160,0.788,1545338880,3.1207,,1.19e-04,126302,2026-09-11 21:33:14
47180,0.788,1545994240,3.1208,,1.19e-04,126327,2026-09-11 21:33:19
47200,0.788,1546649600,3.1200,,1.18e-04,126277,2026-09-11 21:33:24
47220,0.789,1547304960,3.1193,,1.18e-04,126244,2026-09-11 21:33:29
47240,0.789,1547960320,3.1190,,1.18e-04,126203,2026-09-11 21:33:34
47260,0.789,1548615680,3.1185,,1.18e-04,125966,2026-09-11 21:33:40
47280,0.790,1549271040,3.1187,,1.18e-04,126204,2026-09-11 21:33:45
47300,0.790,1549926400,3.1184,,1.17e-04,126379,2026-09-11 21:33:50
47320,0.790,1550581760,3.1181,,1.17e-04,126310,2026-09-11 21:33:55
47340,0.791,1551237120,3.1189,,1.17e-04,126359,2026-09-11 21:34:00
47360,0.791,1551892480,3.1189,,1.17e-04,126414,2026-09-11 21:34:06
47380,0.791,1552547840,3.1188,,1.16e-04,126462,2026-09-11 21:34:11
47400,0.792,1553203200,3.1194,,1.16e-04,126429,2026-09-11 21:34:16
47420,0.792,1553858560,3.1190,,1.16e-04,126483,2026-09-11 21:34:21
47440,0.792,1554513920,3.1185,,1.16e-04,126406,2026-09-11 21:34:26
47460,0.793,1555169280,3.1183,,1.16e-04,126171,2026-09-11 21:34:32
47480,0.793,1555824640,3.1186,,1.15e-04,126240,2026-09-11 21:34:37
47500,0.793,1556480000,3.1190,,1.15e-04,126095,2026-09-11 21:34:42
47520,0.794,1557135360,3.1189,,1.15e-04,126191,2026-09-11 21:34:47
47540,0.794,1557790720,3.1180,,1.15e-04,126161,2026-09-11 21:34:52
47560,0.794,1558446080,3.1180,,1.14e-04,126099,2026-09-11 21:34:58
47580,0.795,1559101440,3.1180,,1.14e-04,126339,2026-09-11 21:35:03
47600,0.795,1559756800,3.1172,,1.14e-04,126321,2026-09-11 21:35:08
47620,0.795,1560412160,3.1172,,1.14e-04,126259,2026-09-11 21:35:13
47640,0.796,1561067520,3.1167,,1.14e-04,126296,2026-09-11 21:35:19
47660,0.796,1561722880,3.1170,,1.13e-04,126320,2026-09-11 21:35:24
47680,0.796,1562378240,3.1172,,1.13e-04,126332,2026-09-11 21:35:29
47700,0.797,1563033600,3.1171,,1.13e-04,125902,2026-09-11 21:35:34
47720,0.797,1563688960,3.1169,,1.13e-04,126010,2026-09-11 21:35:39
47740,0.797,1564344320,3.1166,,1.12e-04,126348,2026-09-11 21:35:45
47760,0.798,1564999680,3.1164,,1.12e-04,126184,2026-09-11 21:35:50
47780,0.798,1565655040,3.1165,,1.12e-04,125929,2026-09-11 21:35:55
47800,0.798,1566310400,3.1165,,1.12e-04,126104,2026-09-11 21:36:00
47820,0.799,1566965760,3.1164,,1.12e-04,126205,2026-09-11 21:36:05
47840,0.799,1567621120,3.1163,,1.11e-04,126319,2026-09-11 21:36:11
47860,0.799,1568276480,3.1170,,1.11e-04,126432,2026-09-11 21:36:16
47880,0.800,1568931840,3.1170,,1.11e-04,126430,2026-09-11 21:36:21
47900,0.800,1569587200,3.1169,,1.11e-04,126431,2026-09-11 21:36:26
47920,0.800,1570242560,3.1173,,1.11e-04,126432,2026-09-11 21:36:31
47940,0.801,1570897920,3.1170,,1.10e-04,126180,2026-09-11 21:36:37
47960,0.801,1571553280,3.1162,,1.10e-04,126174,2026-09-11 21:36:42
47980,0.801,1572208640,3.1159,,1.10e-04,126199,2026-09-11 21:36:47
48000,0.802,1572864000,3.1160,,1.10e-04,126209,2026-09-11 21:36:52
48020,0.802,1573519360,3.1156,,1.09e-04,126381,2026-09-11 21:36:57
48040,0.802,1574174720,3.1152,,1.09e-04,126318,2026-09-11 21:37:03
48060,0.803,1574830080,3.1156,,1.09e-04,126368,2026-09-11 21:37:08
48080,0.803,1575485440,3.1150,,1.09e-04,126356,2026-09-11 21:37:13
48100,0.803,1576140800,3.1151,,1.09e-04,126205,2026-09-11 21:37:18
48120,0.804,1576796160,3.1147,,1.08e-04,126266,2026-09-11 21:37:23
48140,0.804,1577451520,3.1151,,1.08e-04,126409,2026-09-11 21:37:29
48160,0.804,1578106880,3.1149,,1.08e-04,126436,2026-09-11 21:37:34
48180,0.805,1578762240,3.1142,,1.08e-04,126126,2026-09-11 21:37:39
48200,0.805,1579417600,3.1143,,1.08e-04,126258,2026-09-11 21:37:44
48220,0.805,1580072960,3.1142,,1.07e-04,126326,2026-09-11 21:37:49
48240,0.806,1580728320,3.1146,,1.07e-04,126284,2026-09-11 21:37:55
48260,0.806,1581383680,3.1146,,1.07e-04,125830,2026-09-11 21:38:00
48280,0.806,1582039040,3.1144,,1.07e-04,126029,2026-09-11 21:38:05
48300,0.807,1582694400,3.1137,,1.07e-04,126356,2026-09-11 21:38:10
48320,0.807,1583349760,3.1136,,1.06e-04,126336,2026-09-11 21:38:15
48340,0.807,1584005120,3.1134,,1.06e-04,125829,2026-09-11 21:38:21
48360,0.808,1584660480,3.1137,,1.06e-04,126025,2026-09-11 21:38:26
48380,0.808,1585315840,3.1135,,1.06e-04,126223,2026-09-11 21:38:31
48400,0.808,1585971200,3.1133,,1.05e-04,126202,2026-09-11 21:38:36
48420,0.809,1586626560,3.1127,,1.05e-04,126249,2026-09-11 21:38:42
48440,0.809,1587281920,3.1123,,1.05e-04,126317,2026-09-11 21:38:47
48460,0.809,1587937280,3.1120,,1.05e-04,126451,2026-09-11 21:38:52
48480,0.810,1588592640,3.1118,,1.05e-04,126422,2026-09-11 21:38:57
48500,0.810,1589248000,3.1115,,1.04e-04,126267,2026-09-11 21:39:02
48520,0.810,1589903360,3.1122,,1.04e-04,126314,2026-09-11 21:39:08
48540,0.811,1590558720,3.1123,,1.04e-04,126402,2026-09-11 21:39:13
48560,0.811,1591214080,3.1126,,1.04e-04,126414,2026-09-11 21:39:18
48580,0.811,1591869440,3.1115,,1.04e-04,126242,2026-09-11 21:39:23
48600,0.812,1592524800,3.1116,,1.03e-04,126305,2026-09-11 21:39:28
48620,0.812,1593180160,3.1119,,1.03e-04,126270,2026-09-11 21:39:34
48640,0.812,1593835520,3.1119,,1.03e-04,126305,2026-09-11 21:39:39
48660,0.813,1594490880,3.1124,,1.03e-04,126284,2026-09-11 21:39:44
48680,0.813,1595146240,3.1124,,1.03e-04,126281,2026-09-11 21:39:49
48700,0.813,1595801600,3.1116,,1.02e-04,126280,2026-09-11 21:39:54
48720,0.814,1596456960,3.1116,,1.02e-04,126308,2026-09-11 21:40:00
48740,0.814,1597112320,3.1111,,1.02e-04,126256,2026-09-11 21:40:05
48760,0.814,1597767680,3.1108,,1.02e-04,126275,2026-09-11 21:40:10
48780,0.815,1598423040,3.1110,,1.02e-04,125898,2026-09-11 21:40:15
48800,0.815,1599078400,3.1113,,1.01e-04,126100,2026-09-11 21:40:20
48820,0.815,1599733760,3.1112,,1.01e-04,126210,2026-09-11 21:40:26
48840,0.816,1600389120,3.1113,,1.01e-04,126244,2026-09-11 21:40:31
48860,0.816,1601044480,3.1119,,1.01e-04,126349,2026-09-11 21:40:36
48880,0.816,1601699840,3.1117,,1.01e-04,126332,2026-09-11 21:40:41
48900,0.817,1602355200,3.1114,,1.00e-04,126149,2026-09-11 21:40:46
48920,0.817,1603010560,3.1105,,1.00e-04,126201,2026-09-11 21:40:52
48940,0.817,1603665920,3.1098,,1.00e-04,126273,2026-09-11 21:40:57
48960,0.818,1604321280,3.1099,,9.98e-05,126248,2026-09-11 21:41:02
48980,0.818,1604976640,3.1091,,9.96e-05,126228,2026-09-11 21:41:07
49000,0.818,1605632000,3.1095,,9.94e-05,126118,2026-09-11 21:41:12
49020,0.819,1606287360,3.1091,,9.92e-05,126271,2026-09-11 21:41:18
49040,0.819,1606942720,3.1086,,9.90e-05,126228,2026-09-11 21:41:23
49060,0.819,1607598080,3.1085,,9.88e-05,126225,2026-09-11 21:41:28
49080,0.820,1608253440,3.1090,,9.86e-05,126302,2026-09-11 21:41:34
49100,0.820,1608908800,3.1091,,9.84e-05,126409,2026-09-11 21:41:39
49120,0.820,1609564160,3.1087,,9.82e-05,126328,2026-09-11 21:41:44
49140,0.821,1610219520,3.1084,,9.80e-05,126196,2026-09-11 21:41:49
49160,0.821,1610874880,3.1083,,9.78e-05,126192,2026-09-11 21:41:54
49180,0.821,1611530240,3.1080,,9.76e-05,126246,2026-09-11 21:42:00
49200,0.822,1612185600,3.1071,,9.74e-05,125819,2026-09-11 21:42:05
49220,0.822,1612840960,3.1071,,9.72e-05,126126,2026-09-11 21:42:10
49240,0.822,1613496320,3.1068,,9.70e-05,126156,2026-09-11 21:42:15
49260,0.823,1614151680,3.1067,,9.68e-05,126272,2026-09-11 21:42:20
49280,0.823,1614807040,3.1073,,9.66e-05,126351,2026-09-11 21:42:26
49300,0.823,1615462400,3.1066,,9.64e-05,126414,2026-09-11 21:42:31
49320,0.824,1616117760,3.1067,,9.62e-05,126351,2026-09-11 21:42:36
49340,0.824,1616773120,3.1071,,9.60e-05,126360,2026-09-11 21:42:41
49360,0.824,1617428480,3.1061,,9.59e-05,126347,2026-09-11 21:42:46
49380,0.825,1618083840,3.1060,,9.57e-05,126365,2026-09-11 21:42:52
49400,0.825,1618739200,3.1056,,9.55e-05,126339,2026-09-11 21:42:57
49420,0.825,1619394560,3.1054,,9.53e-05,126394,2026-09-11 21:43:02
49440,0.826,1620049920,3.1050,,9.51e-05,126372,2026-09-11 21:43:07
49460,0.826,1620705280,3.1052,,9.49e-05,126329,2026-09-11 21:43:12
49480,0.826,1621360640,3.1052,,9.47e-05,126375,2026-09-11 21:43:18
49500,0.827,1622016000,3.1056,,9.45e-05,126283,2026-09-11 21:43:23
49520,0.827,1622671360,3.1050,,9.43e-05,126069,2026-09-11 21:43:28
49540,0.827,1623326720,3.1046,,9.41e-05,126150,2026-09-11 21:43:33
49560,0.828,1623982080,3.1043,,9.39e-05,126247,2026-09-11 21:43:39
49580,0.828,1624637440,3.1040,,9.38e-05,126161,2026-09-11 21:43:44
49600,0.828,1625292800,3.1043,,9.36e-05,126149,2026-09-11 21:43:49
49620,0.829,1625948160,3.1042,,9.34e-05,126293,2026-09-11 21:43:54
49640,0.829,1626603520,3.1043,,9.32e-05,126317,2026-09-11 21:43:59
49660,0.829,1627258880,3.1045,,9.30e-05,126226,2026-09-11 21:44:05
49680,0.830,1627914240,3.1042,,9.28e-05,126286,2026-09-11 21:44:10
49700,0.830,1628569600,3.1033,,9.26e-05,126363,2026-09-11 21:44:15
49720,0.830,1629224960,3.1032,,9.24e-05,126385,2026-09-11 21:44:20
49740,0.831,1629880320,3.1026,,9.23e-05,126273,2026-09-11 21:44:25
49760,0.831,1630535680,3.1019,,9.21e-05,126290,2026-09-11 21:44:31
49780,0.831,1631191040,3.1018,,9.19e-05,126329,2026-09-11 21:44:36
49800,0.832,1631846400,3.1019,,9.17e-05,126256,2026-09-11 21:44:41
49820,0.832,1632501760,3.1018,,9.15e-05,126335,2026-09-11 21:44:46
49840,0.832,1633157120,3.1015,,9.13e-05,126333,2026-09-11 21:44:51
49860,0.833,1633812480,3.1018,,9.11e-05,126315,2026-09-11 21:44:57
49880,0.833,1634467840,3.1022,,9.10e-05,126148,2026-09-11 21:45:02
49900,0.833,1635123200,3.1028,,9.08e-05,126210,2026-09-11 21:45:07
49920,0.834,1635778560,3.1030,,9.06e-05,126185,2026-09-11 21:45:12
49940,0.834,1636433920,3.1025,,9.04e-05,125804,2026-09-11 21:45:17
49960,0.834,1637089280,3.1027,,9.02e-05,125959,2026-09-11 21:45:23
49980,0.835,1637744640,3.1024,,9.00e-05,126183,2026-09-11 21:45:28
50000,0.835,1638400000,3.1034,,8.99e-05,126206,2026-09-11 21:45:33
50000,0.835,1638400000,3.1034,3.0846,8.99e-05,,2026-09-11 21:45:53
50020,0.835,1639055360,3.1032,,8.97e-05,126805,2026-09-11 21:45:58
50040,0.836,1639710720,3.1033,,8.95e-05,126847,2026-09-11 21:46:03
50060,0.836,1640366080,3.1034,,8.93e-05,126796,2026-09-11 21:46:08
50080,0.836,1641021440,3.1033,,8.91e-05,126772,2026-09-11 21:46:14
50100,0.837,1641676800,3.1033,,8.90e-05,126546,2026-09-11 21:46:19
50120,0.837,1642332160,3.1038,,8.88e-05,126612,2026-09-11 21:46:24
50140,0.837,1642987520,3.1040,,8.86e-05,126664,2026-09-11 21:46:29
50160,0.838,1643642880,3.1037,,8.84e-05,126663,2026-09-11 21:46:34
50180,0.838,1644298240,3.1039,,8.82e-05,126373,2026-09-11 21:46:39
50200,0.838,1644953600,3.1042,,8.81e-05,126379,2026-09-11 21:46:45
50220,0.839,1645608960,3.1041,,8.79e-05,126590,2026-09-11 21:46:50
50240,0.839,1646264320,3.1041,,8.77e-05,126325,2026-09-11 21:46:55
50260,0.839,1646919680,3.1046,,8.75e-05,126392,2026-09-11 21:47:00
50280,0.840,1647575040,3.1047,,8.73e-05,126418,2026-09-11 21:47:05
50300,0.840,1648230400,3.1045,,8.72e-05,126511,2026-09-11 21:47:11
50320,0.840,1648885760,3.1046,,8.70e-05,126506,2026-09-11 21:47:16
50340,0.841,1649541120,3.1047,,8.68e-05,126546,2026-09-11 21:47:21
50360,0.841,1650196480,3.1048,,8.66e-05,126513,2026-09-11 21:47:26
50380,0.841,1650851840,3.1047,,8.65e-05,126439,2026-09-11 21:47:31
50400,0.842,1651507200,3.1047,,8.63e-05,126375,2026-09-11 21:47:37
50420,0.842,1652162560,3.1041,,8.61e-05,126171,2026-09-11 21:47:42
50440,0.842,1652817920,3.1033,,8.59e-05,126292,2026-09-11 21:47:47
50460,0.843,1653473280,3.1033,,8.58e-05,126304,2026-09-11 21:47:52
50480,0.843,1654128640,3.1033,,8.56e-05,126260,2026-09-11 21:47:58
50500,0.843,1654784000,3.1032,,8.54e-05,126230,2026-09-11 21:48:03
50520,0.844,1655439360,3.1029,,8.52e-05,126265,2026-09-11 21:48:08
50540,0.844,1656094720,3.1024,,8.51e-05,126348,2026-09-11 21:48:13
50560,0.844,1656750080,3.1030,,8.49e-05,126407,2026-09-11 21:48:18
50580,0.845,1657405440,3.1034,,8.47e-05,126349,2026-09-11 21:48:24
50600,0.845,1658060800,3.1033,,8.45e-05,126354,2026-09-11 21:48:29
50620,0.845,1658716160,3.1030,,8.44e-05,126279,2026-09-11 21:48:34
50640,0.846,1659371520,3.1035,,8.42e-05,126028,2026-09-11 21:48:39
50660,0.846,1660026880,3.1038,,8.40e-05,126241,2026-09-11 21:48:44
50680,0.846,1660682240,3.1036,,8.39e-05,126301,2026-09-11 21:48:50
50700,0.847,1661337600,3.1034,,8.37e-05,126366,2026-09-11 21:48:55
50720,0.847,1661992960,3.1034,,8.35e-05,126288,2026-09-11 21:49:00
50740,0.847,1662648320,3.1036,,8.33e-05,126355,2026-09-11 21:49:05
50760,0.848,1663303680,3.1035,,8.32e-05,126390,2026-09-11 21:49:10
50780,0.848,1663959040,3.1042,,8.30e-05,126445,2026-09-11 21:49:16
50800,0.848,1664614400,3.1041,,8.28e-05,126179,2026-09-11 21:49:21
50820,0.849,1665269760,3.1037,,8.27e-05,126083,2026-09-11 21:49:26
50840,0.849,1665925120,3.1038,,8.25e-05,126169,2026-09-11 21:49:31
50860,0.849,1666580480,3.1037,,8.23e-05,126424,2026-09-11 21:49:36
50880,0.850,1667235840,3.1035,,8.22e-05,126416,2026-09-11 21:49:42
50900,0.850,1667891200,3.1042,,8.20e-05,126341,2026-09-11 21:49:47
50920,0.850,1668546560,3.1034,,8.18e-05,126343,2026-09-11 21:49:52
50940,0.851,1669201920,3.1036,,8.17e-05,126347,2026-09-11 21:49:57
50960,0.851,1669857280,3.1044,,8.15e-05,126363,2026-09-11 21:50:02
50980,0.851,1670512640,3.1042,,8.13e-05,126419,2026-09-11 21:50:08
51000,0.852,1671168000,3.1039,,8.12e-05,126403,2026-09-11 21:50:13
51020,0.852,1671823360,3.1030,,8.10e-05,126351,2026-09-11 21:50:18
51040,0.852,1672478720,3.1029,,8.08e-05,126311,2026-09-11 21:50:23
51060,0.853,1673134080,3.1029,,8.07e-05,126355,2026-09-11 21:50:28
51080,0.853,1673789440,3.1025,,8.05e-05,126355,2026-09-11 21:50:34
51100,0.853,1674444800,3.1025,,8.04e-05,126305,2026-09-11 21:50:39
51120,0.854,1675100160,3.1021,,8.02e-05,126319,2026-09-11 21:50:44
51140,0.854,1675755520,3.1016,,8.00e-05,126248,2026-09-11 21:50:49
51160,0.854,1676410880,3.1014,,7.99e-05,126251,2026-09-11 21:50:54
51180,0.855,1677066240,3.1010,,7.97e-05,126227,2026-09-11 21:51:00
51200,0.855,1677721600,3.1008,,7.95e-05,126247,2026-09-11 21:51:05
51220,0.855,1678376960,3.1008,,7.94e-05,125240,2026-09-11 21:51:10
51240,0.856,1679032320,3.1013,,7.92e-05,125579,2026-09-11 21:51:15
51260,0.856,1679687680,3.1015,,7.91e-05,126466,2026-09-11 21:51:21
51280,0.856,1680343040,3.1016,,7.89e-05,126259,2026-09-11 21:51:26
51300,0.857,1680998400,3.1015,,7.87e-05,126321,2026-09-11 21:51:31
51320,0.857,1681653760,3.1016,,7.86e-05,126304,2026-09-11 21:51:36
51340,0.857,1682309120,3.1016,,7.84e-05,126299,2026-09-11 21:51:42
51360,0.858,1682964480,3.1011,,7.83e-05,126297,2026-09-11 21:51:47
51380,0.858,1683619840,3.1008,,7.81e-05,125895,2026-09-11 21:51:52
51400,0.858,1684275200,3.1009,,7.79e-05,126120,2026-09-11 21:51:57
51420,0.859,1684930560,3.1009,,7.78e-05,126342,2026-09-11 21:52:02
51440,0.859,1685585920,3.1008,,7.76e-05,125984,2026-09-11 21:52:08
51460,0.859,1686241280,3.1006,,7.75e-05,126373,2026-09-11 21:52:13
51480,0.860,1686896640,3.1005,,7.73e-05,126289,2026-09-11 21:52:18
51500,0.860,1687552000,3.1007,,7.72e-05,126302,2026-09-11 21:52:23
51520,0.860,1688207360,3.1008,,7.70e-05,126138,2026-09-11 21:52:29
51540,0.861,1688862720,3.1003,,7.68e-05,125958,2026-09-11 21:52:34
51560,0.861,1689518080,3.1003,,7.67e-05,126066,2026-09-11 21:52:39
51580,0.861,1690173440,3.0995,,7.65e-05,126296,2026-09-11 21:52:44
51600,0.862,1690828800,3.0988,,7.64e-05,126160,2026-09-11 21:52:49
51620,0.862,1691484160,3.0990,,7.62e-05,126248,2026-09-11 21:52:55
51640,0.862,1692139520,3.1000,,7.61e-05,126114,2026-09-11 21:53:00
51660,0.863,1692794880,3.0996,,7.59e-05,126289,2026-09-11 21:53:05
51680,0.863,1693450240,3.0994,,7.58e-05,126267,2026-09-11 21:53:10
51700,0.863,1694105600,3.0991,,7.56e-05,126324,2026-09-11 21:53:15
51720,0.864,1694760960,3.0993,,7.55e-05,126317,2026-09-11 21:53:21
51740,0.864,1695416320,3.0988,,7.53e-05,126372,2026-09-11 21:53:26
51760,0.864,1696071680,3.0986,,7.51e-05,126351,2026-09-11 21:53:31
51780,0.865,1696727040,3.0985,,7.50e-05,126378,2026-09-11 21:53:36
51800,0.865,1697382400,3.0984,,7.48e-05,126340,2026-09-11 21:53:41
51820,0.865,1698037760,3.0985,,7.47e-05,126369,2026-09-11 21:53:47
51840,0.866,1698693120,3.0984,,7.45e-05,126346,2026-09-11 21:53:52
51860,0.866,1699348480,3.0990,,7.44e-05,126088,2026-09-11 21:53:57
51880,0.866,1700003840,3.0993,,7.42e-05,126249,2026-09-11 21:54:02
51900,0.867,1700659200,3.0987,,7.41e-05,126436,2026-09-11 21:54:07
51920,0.867,1701314560,3.0983,,7.39e-05,126313,2026-09-11 21:54:13
51940,0.867,1701969920,3.0980,,7.38e-05,126366,2026-09-11 21:54:18
51960,0.868,1702625280,3.0978,,7.36e-05,126326,2026-09-11 21:54:23
51980,0.868,1703280640,3.0977,,7.35e-05,126043,2026-09-11 21:54:28
